_id,co_uf,no_uf,ano,variavel,social_categoria,social_subcategoria,valor
291,16,AP,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,9144688.0
292,16,AP,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,807.15
293,16,AP,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,26244.0
294,16,AP,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,14875734.0
295,16,AP,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,900.58
296,16,AP,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,38505.0
297,16,AP,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,29594606.0
298,16,AP,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1100.18
299,16,AP,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,39191.0
300,16,AP,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,43733436.0
301,16,AP,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1229.94
302,16,AP,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,44678.0
303,16,AP,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,52577974.0
304,16,AP,2010,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1336.4
305,16,AP,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,44096.0
306,16,AP,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,60244984.0
307,16,AP,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1572.56
308,16,AP,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,50831.0
309,16,AP,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,78132944.0
310,16,AP,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1856.52
311,16,AP,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,53417.0
312,16,AP,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,97187278.0
313,16,AP,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2163.13
314,16,AP,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,53608.0
315,16,AP,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,114252000.0
316,16,AP,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2313.85
317,16,AP,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,55527.0
318,16,AP,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,125823850.0
319,16,AP,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2363.52
320,16,AP,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,60768.0
321,16,AP,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,134603369.0
322,16,AP,2016,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2401.55
323,16,AP,2016,Assistência Social,Bolsa Família,Famílias beneficiárias,62371.0
324,16,AP,2016,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,150755264.0
325,16,AP,2017,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2538.36
326,16,AP,2017,Assistência Social,Bolsa Família,Famílias beneficiárias,69704.0
327,16,AP,2017,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,167055910.0
328,16,AP,2018,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2593.96
329,16,AP,2018,Assistência Social,Bolsa Família,Famílias beneficiárias,77108.0
330,16,AP,2018,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,193100959.0
331,16,AP,2019,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2679.53
332,16,AP,2019,Assistência Social,Bolsa Família,Famílias beneficiárias,75123.0
333,16,AP,2019,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,207172664.0
334,16,AP,2020,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,861.18
335,16,AP,2020,Assistência Social,Bolsa Família,Famílias beneficiárias,76700.0
336,16,AP,2020,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,64545817.0
337,16,AP,2021,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1452.8
338,16,AP,2021,Assistência Social,Bolsa Família,Famílias beneficiárias,75688.0
339,16,AP,2021,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,110277548.0
340,16,AP,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3550.48
341,16,AP,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,122110.0
342,16,AP,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,430822008.0
343,17,TO,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,875.5
344,17,TO,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,55305.0
345,17,TO,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,34123705.0
346,17,TO,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,791.43
347,17,TO,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,76421.0
348,17,TO,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,49217044.0
349,17,TO,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,733.31
350,17,TO,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,106537.0
351,17,TO,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,70655870.0
352,17,TO,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,810.86
353,17,TO,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,106921.0
354,17,TO,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,86254909.0
355,17,TO,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,974.15
356,17,TO,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,103582.0
357,17,TO,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,103330013.0
358,17,TO,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1057.24
359,17,TO,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,122609.0
360,17,TO,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,120509963.0
361,17,TO,2010,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1130.71
362,17,TO,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,128432.0
363,17,TO,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,144195247.0
364,17,TO,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1340.88
365,17,TO,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,131735.0
366,17,TO,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,174011530.0
367,17,TO,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1614.45
368,17,TO,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,139690.0
369,17,TO,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,218900702.0
370,17,TO,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1896.02
371,17,TO,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,140065.0
372,17,TO,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,259615380.0
373,17,TO,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2008.63
374,17,TO,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,139295.0
375,17,TO,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,281369311.0
376,17,TO,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2052.07
377,17,TO,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,136650.0
378,17,TO,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,278799488.0
379,17,TO,2016,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2093.63
380,17,TO,2016,Assistência Social,Bolsa Família,Famílias beneficiárias,129813.0
381,17,TO,2016,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,281348507.0
382,17,TO,2017,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2165.39
383,17,TO,2017,Assistência Social,Bolsa Família,Famílias beneficiárias,125489.0
384,17,TO,2017,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,270063198.0
385,17,TO,2018,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2199.28
386,17,TO,2018,Assistência Social,Bolsa Família,Famílias beneficiárias,121439.0
387,17,TO,2018,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,270890330.0
388,17,TO,2019,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2277.96
389,17,TO,2019,Assistência Social,Bolsa Família,Famílias beneficiárias,109698.0
390,17,TO,2019,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,264937688.0
391,17,TO,2020,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,741.23
392,17,TO,2020,Assistência Social,Bolsa Família,Famílias beneficiárias,118870.0
393,17,TO,2020,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,83120137.0
394,17,TO,2021,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1172.72
395,17,TO,2021,Assistência Social,Bolsa Família,Famílias beneficiárias,121879.0
396,17,TO,2021,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,141719089.0
397,17,TO,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3513.08
398,17,TO,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,157855.0
399,17,TO,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,546125704.0
400,21,MA,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,909.35
401,21,MA,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,380742.0
402,21,MA,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,272001169.0
403,21,MA,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,866.52
404,21,MA,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,532126.0
405,21,MA,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,373620218.0
406,21,MA,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,834.53
407,21,MA,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,706878.0
408,21,MA,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,540255598.0
409,21,MA,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,914.11
410,21,MA,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,737539.0
411,21,MA,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,664518268.0
412,21,MA,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1087.36
413,21,MA,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,729610.0
414,21,MA,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,802131232.0
415,21,MA,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1182.3
416,21,MA,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,846345.0
417,21,MA,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,943841215.0
418,21,MA,2010,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1251.97
419,21,MA,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,871297.0
420,21,MA,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1089091298.0
421,21,MA,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1434.86
422,21,MA,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,919975.0
423,21,MA,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1296049020.0
424,21,MA,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1691.83
425,21,MA,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,951611.0
426,21,MA,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1587398372.0
427,21,MA,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2072.79
428,21,MA,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,962011.0
429,21,MA,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1961536178.0
430,21,MA,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2226.87
431,21,MA,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,985136.0
432,21,MA,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2176773672.0
433,21,MA,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2304.26
434,21,MA,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,952131.0
435,21,MA,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2229141847.0
436,21,MA,2016,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2400.35
437,21,MA,2016,Assistência Social,Bolsa Família,Famílias beneficiárias,951942.0
438,21,MA,2016,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2313161106.0
439,21,MA,2017,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2506.29
440,21,MA,2017,Assistência Social,Bolsa Família,Famílias beneficiárias,982450.0
441,21,MA,2017,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2412820783.0
442,21,MA,2018,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2530.59
443,21,MA,2018,Assistência Social,Bolsa Família,Famílias beneficiárias,984380.0
444,21,MA,2018,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2493688352.0
445,21,MA,2019,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2579.77
446,21,MA,2019,Assistência Social,Bolsa Família,Famílias beneficiárias,927651.0
447,21,MA,2019,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2476154772.0
448,21,MA,2020,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,852.36
449,21,MA,2020,Assistência Social,Bolsa Família,Famílias beneficiárias,961854.0
450,21,MA,2020,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,794934753.0
451,21,MA,2021,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1369.6
452,21,MA,2021,Assistência Social,Bolsa Família,Famílias beneficiárias,971425.0
453,21,MA,2021,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1321239057.0
454,21,MA,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3477.84
455,21,MA,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,1217164.0
456,21,MA,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,4061256777.0
457,22,PI,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,887.99
458,22,PI,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,217931.0
459,22,PI,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,156971474.0
460,22,PI,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,834.22
461,22,PI,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,284297.0
462,22,PI,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,201620550.0
463,22,PI,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,800.22
464,22,PI,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,366906.0
465,22,PI,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,266100304.0
466,22,PI,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,869.56
467,22,PI,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,368612.0
468,22,PI,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,320210898.0
469,22,PI,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1029.51
470,22,PI,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,360622.0
471,22,PI,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,378091695.0
472,22,PI,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1116.36
473,22,PI,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,413867.0
474,22,PI,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,433021424.0
475,22,PI,2010,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1184.16
476,22,PI,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,420392.0
477,22,PI,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,494678237.0
478,22,PI,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1341.51
479,22,PI,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,444699.0
480,22,PI,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,588808798.0
481,22,PI,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1587.6
482,22,PI,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,455182.0
483,22,PI,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,711762091.0
484,22,PI,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2014.52
485,22,PI,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,451195.0
486,22,PI,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,903263807.0
487,22,PI,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2180.39
488,22,PI,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,456811.0
489,22,PI,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,989972080.0
490,22,PI,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2258.14
491,22,PI,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,443346.0
492,22,PI,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1010592720.0
493,22,PI,2016,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2344.47
494,22,PI,2016,Assistência Social,Bolsa Família,Famílias beneficiárias,435418.0
495,22,PI,2016,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1052950326.0
496,22,PI,2017,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2448.48
497,22,PI,2017,Assistência Social,Bolsa Família,Famílias beneficiárias,444635.0
498,22,PI,2017,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1073289077.0
499,22,PI,2018,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2470.72
500,22,PI,2018,Assistência Social,Bolsa Família,Famílias beneficiárias,454598.0
501,22,PI,2018,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1113458060.0
502,22,PI,2019,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2525.76
503,22,PI,2019,Assistência Social,Bolsa Família,Famílias beneficiárias,437844.0
504,22,PI,2019,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1134584950.0
505,22,PI,2020,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,764.66
506,22,PI,2020,Assistência Social,Bolsa Família,Famílias beneficiárias,453550.0
507,22,PI,2020,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,334853848.0
508,22,PI,2021,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1347.4
509,22,PI,2021,Assistência Social,Bolsa Família,Famílias beneficiárias,460397.0
510,22,PI,2021,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,615332352.0
511,22,PI,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3370.69
512,22,PI,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,614105.0
513,22,PI,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2056037709.0
514,23,CE,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,860.83
515,23,CE,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,572730.0
516,23,CE,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,399472576.0
517,23,CE,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,821.1
518,23,CE,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,742454.0
519,23,CE,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,519471343.0
520,23,CE,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,774.74
521,23,CE,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,882220.0
522,23,CE,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,650956446.0
523,23,CE,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,845.26
524,23,CE,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,891418.0
525,23,CE,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,749617542.0
526,23,CE,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1000.59
527,23,CE,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,870153.0
528,23,CE,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,891827792.0
529,23,CE,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1093.94
530,23,CE,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,947720.0
531,23,CE,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1008130971.0
532,23,CE,2010,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1167.15
533,23,CE,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,1022259.0
534,23,CE,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1174401644.0
535,23,CE,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1328.54
536,23,CE,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,1076628.0
537,23,CE,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1393899428.0
538,23,CE,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1543.63
539,23,CE,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,1107009.0
540,23,CE,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1682212386.0
541,23,CE,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1817.66
542,23,CE,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,1095316.0
543,23,CE,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1974026187.0
544,23,CE,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1933.58
545,23,CE,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,1089813.0
546,23,CE,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2119820489.0
547,23,CE,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1984.46
548,23,CE,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,1075853.0
549,23,CE,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2121100420.0
550,23,CE,2016,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2038.31
551,23,CE,2016,Assistência Social,Bolsa Família,Famílias beneficiárias,1042087.0
552,23,CE,2016,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2148374535.0
553,23,CE,2017,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2143.43
554,23,CE,2017,Assistência Social,Bolsa Família,Famílias beneficiárias,1041377.0
555,23,CE,2017,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2181953826.0
556,23,CE,2018,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2195.13
557,23,CE,2018,Assistência Social,Bolsa Família,Famílias beneficiárias,1067409.0
558,23,CE,2018,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2316889230.0
559,23,CE,2019,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2266.61
560,23,CE,2019,Assistência Social,Bolsa Família,Famílias beneficiárias,1014628.0
561,23,CE,2019,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2373396667.0
562,23,CE,2020,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,665.87
563,23,CE,2020,Assistência Social,Bolsa Família,Famílias beneficiárias,1085050.0
564,23,CE,2020,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,678046010.0
565,23,CE,2021,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1085.93
566,23,CE,2021,Assistência Social,Bolsa Família,Famílias beneficiárias,1103697.0
567,23,CE,2021,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1186159980.0
568,23,CE,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3360.69
569,23,CE,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,1477508.0
570,23,CE,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,4996050760.0
571,24,RN,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,834.07
572,24,RN,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,190116.0
573,24,RN,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,121690884.0
574,24,RN,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,787.61
575,24,RN,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,240828.0
576,24,RN,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,162987685.0
577,24,RN,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,742.07
578,24,RN,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,298643.0
579,24,RN,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,207027636.0
580,24,RN,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,808.71
